ID Cliente,Nombre del Cliente,ID Producto,Nombre del Producto,Cantidad,Valor,Costo,Fecha de Compra,Canal de Venta,Segmento de Mercado,Historial de Compras,Preferencias del Cliente
443,José Gómez,1020,Tablet,8,932.54,167.59,2023-07-27 10:40:45.234683,Catálogo,Hogares,49,Viajes
56,Juan Herrera,1024,Teclado,4,1173.53,1921.79,2024-01-29 10:40:45.234685,Catálogo,Tercera Edad,34,Hogar
884,Fernando Rivera,1017,Cámara,2,4265.92,2841.77,2024-07-28 10:40:45.234687,Teléfono,Estudiantes,1,Viajes
306,Pedro López,1004,Smartphone,3,146.2,237.03,2023-07-19 10:40:45.234689,Teléfono,Hogares,11,Belleza
644,Lucía Ramírez,1007,Memoria USB,9,761.51,2119.14,2023-04-22 10:40:45.234691,En Línea,Adultos,23,Belleza
274,Daniela Sosa,1014,Calentador,3,3850.6,267.62,2024-01-19 10:40:45.234692,Aplicación Móvil,Empresas,48,Entretenimiento
950,Pedro Vásquez,1015,Tablet,7,1030.01,2480.74,2023-09-05 10:40:45.234694,Teléfono,Profesionales,29,Salud
107,Luis Sosa,1011,Televisor,9,3744.68,1827.27,2024-08-15 10:40:45.234696,Tienda Física,Jóvenes,24,Automotriz
842,Jorge Sosa,1029,Memoria USB,2,2554.21,1631.0,2023-01-13 10:40:45.234698,Tienda Física,Adultos,46,Tecnología
794,José Herrera,1016,Secadora,8,3184.99,1265.01,2024-01-28 10:40:45.234700,En Línea,Tercera Edad,35,Entretenimiento
954,Lucía Suárez,1019,Batidora,4,800.83,574.71,2023-03-04 10:40:45.234701,Tienda Física,Tercera Edad,19,Viajes
517,Lucía Ramírez,1022,Batidora,2,2039.55,691.0,2023-08-31 10:40:45.234703,Teléfono,Adultos,25,Moda
385,Pedro Rivera,1010,Reloj Inteligente,5,2250.65,801.22,2023-10-15 10:40:45.234705,Ventas Directas,Estudiantes,42,Hogar
384,Andrea Ramírez,1005,Memoria USB,9,3187.61,2941.86,2023-10-22 10:40:45.234706,Catálogo,Estudiantes,44,Viajes
75,Andrea Torres,1017,Laptop,8,3442.12,710.68,2023-07-10 10:40:45.234708,Tienda Física,Empresas,16,Salud
520,Luis Vásquez,1013,Lavadora,7,1040.84,2233.47,2023-03-01 10:40:45.234710,En Línea,Hogares,21,Gastronomía
232,José López,1006,Disco Duro,6,3337.67,882.32,2024-11-20 10:40:45.234711,Catálogo,Hogares,12,Belleza
12,Ana Vásquez,1012,Cámara,1,2169.56,269.62,2022-12-12 10:40:45.234713,Tienda Física,Hogares,17,Tecnología
71,Ana Rivera,1010,Ratón,5,1355.94,891.65,2023-12-21 10:40:45.234715,Teléfono,Jóvenes,48,Automotriz
489,Isabella Gómez,1002,Memoria USB,3,1250.77,885.15,2023-12-22 10:40:45.234716,Teléfono,Empresas,34,Deportes
837,Lucía Morales,1028,Auriculares,9,2953.62,1774.6,2023-06-18 10:40:45.234719,Aplicación Móvil,Empresas,7,Moda
974,Juan García,1003,Auriculares,5,4659.94,2041.97,2023-09-14 10:40:45.234720,Tienda Física,Profesionales,11,Automotriz
536,Fernando Rodríguez,1008,Router,6,1030.76,1742.11,2023-04-20 10:40:45.234722,Catálogo,Jóvenes,16,Deportes
557,Jorge González,1007,Microondas,1,3955.94,783.7,2024-02-28 10:40:45.234724,Tienda Física,Hogares,47,Entretenimiento
562,Luis Rodríguez,1009,Monitor,5,4231.75,756.11,2023-11-29 10:40:45.234725,Catálogo,Hogares,12,Belleza
886,Lucía Vásquez,1014,Refrigerador,3,3708.26,708.04,2024-01-07 10:40:45.234727,Catálogo,Profesionales,28,Viajes
932,Daniela Rodríguez,1017,Impresora,6,3562.91,2296.38,2023-03-12 10:40:45.234729,Catálogo,Estudiantes,38,Tecnología
760,Carlos Flores,1015,Memoria USB,2,4234.72,1649.91,2024-04-14 10:40:45.234731,Teléfono,Hogares,18,Hogar
896,Fernando Vásquez,1011,Teclado,6,4299.68,146.61,2024-11-14 10:40:45.234732,Ventas Directas,Jóvenes,3,Viajes
826,Juan Torres,1016,Aire Acondicionado,7,3138.93,2296.64,2024-05-04 10:40:45.234734,Ventas Directas,Jóvenes,31,Tecnología
362,Juan Morales,1004,Licuadora,5,3244.04,94.6,2024-04-20 10:40:45.234736,Tienda Física,Hogares,13,Hogar
432,Daniela Sosa,1022,Cafetera,5,1813.1,2538.48,2024-09-14 10:40:45.234737,Aplicación Móvil,Adultos,35,Moda
396,Camila Morales,1027,Laptop,1,1595.25,1155.85,2023-06-25 10:40:45.234740,Tienda Física,Profesionales,14,Belleza
927,Manuel Torres,1003,Ventilador,9,1854.68,71.25,2023-02-28 10:40:45.234742,Catálogo,Estudiantes,12,Deportes
30,Jorge Vásquez,1019,Microondas,1,3713.06,1823.81,2023-09-01 10:40:45.234743,En Línea,Profesionales,3,Entretenimiento
788,Andrea Sosa,1015,Ratón,7,363.75,800.7,2024-01-30 10:40:45.234745,Catálogo,Empresas,5,Automotriz
778,José González,1009,Lavadora,2,1908.79,2107.2,2024-05-17 10:40:45.234747,Ventas Directas,Jóvenes,19,Tecnología
176,Luis Ramírez,1010,Tostadora,3,1443.57,359.41,2023-01-18 10:40:45.234749,En Línea,Profesionales,7,Deportes
619,Lucía Rodríguez,1014,Teclado,1,1568.11,840.77,2024-10-19 10:40:45.234750,Aplicación Móvil,Empresas,16,Tecnología
469,Valentina Rivera,1008,Tablet,1,1841.43,19.2,2023-08-03 10:40:45.234752,Tienda Física,Estudiantes,47,Automotriz
912,Pedro Suárez,1007,Computadora,1,1074.66,93.03,2024-10-20 10:40:45.234754,Catálogo,Profesionales,39,Tecnología
807,Camila Romero,1001,Memoria USB,5,99.03,1447.01,2023-10-10 10:40:45.234755,Teléfono,Jóvenes,50,Entretenimiento
798,Camila Díaz,1004,Calentador,9,2709.58,1572.02,2023-02-08 10:40:45.234757,En Línea,Profesionales,46,Entretenimiento
85,Lucía López,1015,Microondas,4,1087.65,2043.85,2024-08-23 10:40:45.234759,Ventas Directas,Tercera Edad,17,Tecnología
762,Daniela Herrera,1002,Batidora,6,3192.54,2048.19,2023-12-29 10:40:45.234760,Aplicación Móvil,Empresas,3,Automotriz
67,Daniela Rivera,1020,Cámara,6,1516.92,2302.46,2024-06-14 10:40:45.234762,Tienda Física,Estudiantes,43,Deportes
759,Sofía García,1018,Microondas,7,4647.53,2752.01,2022-12-18 10:40:45.234763,Catálogo,Estudiantes,45,Belleza
477,Lucía Herrera,1017,Aire Acondicionado,7,4852.33,888.85,2022-12-13 10:40:45.234765,En Línea,Estudiantes,30,Moda
493,Andrea Suárez,1019,Impresora,2,3176.64,1974.73,2023-03-24 10:40:45.234767,En Línea,Jóvenes,37,Deportes
743,Andrea Rodríguez,1022,Reloj Inteligente,4,242.66,744.25,2023-04-24 10:40:45.234769,Tienda Física,Empresas,10,Gastronomía
39,Daniela Reyes,1023,Router,6,3020.39,2767.88,2024-06-12 10:40:45.234771,Catálogo,Estudiantes,19,Viajes
377,Pedro Flores,1017,Smartphone,2,3291.34,856.67,2022-12-04 10:40:45.234773,Catálogo,Tercera Edad,16,Gastronomía
543,María Herrera,1017,Auriculares,1,469.36,2581.97,2024-11-07 10:40:45.234774,Tienda Física,Adultos,17,Salud
530,Miguel Sánchez,1026,Consola de Videojuegos,5,2984.59,1725.54,2023-09-30 10:40:45.234776,Aplicación Móvil,Tercera Edad,19,Automotriz
456,Sofía Morales,1009,Refrigerador,7,4542.89,2267.36,2024-09-12 10:40:45.234778,Ventas Directas,Adultos,39,Viajes
968,Ana Rivera,1030,Horno,6,3969.84,1262.18,2022-12-25 10:40:45.234779,En Línea,Profesionales,47,Gastronomía
597,María Díaz,1005,Secadora,3,539.84,619.06,2024-06-04 10:40:45.234781,Tienda Física,Empresas,50,Hogar
796,Valentina Suárez,1014,Disco Duro,4,2008.12,2178.41,2023-04-04 10:40:45.234783,Aplicación Móvil,Profesionales,29,Entretenimiento
137,Luis Vásquez,1025,Impresora,7,4158.33,647.25,2024-05-04 10:40:45.234784,Catálogo,Jóvenes,46,Deportes
678,Alejandra Flores,1030,Consola de Videojuegos,5,350.77,2588.97,2023-09-21 10:40:45.234786,Ventas Directas,Adultos,8,Moda
439,Ana Sánchez,1029,Microondas,4,4361.73,873.74,2023-07-04 10:40:45.234788,Teléfono,Adultos,6,Gastronomía
118,Juan Flores,1017,Microondas,9,2454.36,2147.43,2023-05-15 10:40:45.234789,Tienda Física,Profesionales,45,Entretenimiento
502,Camila Rivera,1026,Ventilador,3,840.26,2054.39,2024-03-02 10:40:45.234791,Ventas Directas,Estudiantes,1,Entretenimiento
451,Diego García,1007,Consola de Videojuegos,3,3869.36,78.82,2023-11-05 10:40:45.234793,Catálogo,Profesionales,46,Entretenimiento
790,Miguel Gómez,1015,Teclado,6,1589.19,2309.31,2023-11-13 10:40:45.234794,Teléfono,Hogares,28,Gastronomía
321,Daniela Morales,1005,Refrigerador,3,4884.56,2416.72,2024-01-12 10:40:45.234796,Ventas Directas,Jóvenes,26,Entretenimiento
914,Sofía Rodríguez,1021,Cámara,5,2747.77,2759.12,2023-01-10 10:40:45.234798,Teléfono,Empresas,10,Tecnología
697,Ana Herrera,1018,Televisor,4,438.23,795.92,2023-06-14 10:40:45.234800,En Línea,Adultos,12,Belleza
544,Ana Suárez,1024,Teclado,3,3389.51,1997.19,2022-12-26 10:40:45.234801,Ventas Directas,Adultos,33,Moda
2,Camila Rivera,1021,Laptop,2,164.95,1868.52,2023-07-14 10:40:45.234803,Teléfono,Adultos,15,Automotriz
668,Camila Suárez,1026,Ratón,9,4123.97,252.26,2024-07-09 10:40:45.234804,Ventas Directas,Profesionales,15,Belleza
641,Camila López,1028,Microondas,6,2296.47,1597.71,2023-10-02 10:40:45.234806,Catálogo,Profesionales,41,Tecnología
323,Valentina Gómez,1013,Computadora,4,3863.09,2475.54,2022-12-22 10:40:45.234808,En Línea,Tercera Edad,44,Tecnología
966,Valentina Rodríguez,1019,Batidora,6,1311.71,2515.19,2023-02-25 10:40:45.234809,Aplicación Móvil,Empresas,37,Viajes
185,José Sánchez,1013,Impresora,9,1796.33,278.71,2024-04-02 10:40:45.234811,Tienda Física,Profesionales,49,Gastronomía
987,Ana Vásquez,1008,Consola de Videojuegos,5,1347.4,1625.06,2023-06-27 10:40:45.234813,Aplicación Móvil,Empresas,15,Automotriz
302,Alejandra Reyes,1007,Horno,6,3617.34,2678.34,2024-11-05 10:40:45.234814,Tienda Física,Tercera Edad,36,Tecnología
859,María Suárez,1003,Horno,5,342.75,1369.13,2024-08-29 10:40:45.234816,En Línea,Tercera Edad,46,Tecnología
190,Sofía González,1016,Reloj Inteligente,6,715.3,2573.69,2023-08-30 10:40:45.234818,Ventas Directas,Profesionales,27,Moda
499,José Gómez,1001,Reloj Inteligente,9,2007.93,1068.91,2024-06-19 10:40:45.234819,Ventas Directas,Adultos,16,Belleza
20,Alejandra Flores,1005,Computadora,7,4163.27,988.34,2024-10-12 10:40:45.234821,En Línea,Adultos,35,Viajes
529,Sofía Ramírez,1003,Secadora,1,178.95,2235.29,2023-02-15 10:40:45.234822,Aplicación Móvil,Hogares,50,Entretenimiento
211,Diego Díaz,1012,Tostadora,4,3698.32,2858.45,2023-02-17 10:40:45.234824,Tienda Física,Tercera Edad,40,Moda
453,Diego Flores,1017,Aire Acondicionado,7,3836.92,2217.33,2023-05-09 10:40:45.234826,Ventas Directas,Estudiantes,7,Deportes
220,Isabella Martínez,1010,Plancha,9,4021.89,14.97,2023-06-15 10:40:45.234827,Catálogo,Empresas,47,Belleza
430,Isabella Romero,1028,Batidora,2,2642.67,2060.13,2024-02-10 10:40:45.234829,Tienda Física,Profesionales,42,Automotriz
110,Fernando Díaz,1015,Computadora,7,332.51,2102.95,2023-07-27 10:40:45.234831,Tienda Física,Profesionales,48,Entretenimiento
469,Valentina Morales,1004,Memoria USB,6,530.79,1135.35,2023-10-27 10:40:45.234833,Aplicación Móvil,Estudiantes,13,Moda
83,Fernando Ramírez,1021,Ventilador,3,1745.83,2566.71,2023-09-11 10:40:45.234834,Ventas Directas,Hogares,35,Belleza
363,Valentina Vásquez,1019,Memoria USB,2,4220.84,2556.4,2024-04-11 10:40:45.234836,Ventas Directas,Profesionales,6,Viajes
114,Jorge Rodríguez,1004,Parlantes,9,788.09,1657.91,2024-08-03 10:40:45.234838,En Línea,Tercera Edad,49,Salud
507,María López,1026,Router,7,1530.05,2144.88,2023-09-08 10:40:45.234839,Ventas Directas,Hogares,38,Automotriz
260,Carlos González,1003,Impresora,9,1291.01,1710.79,2023-10-01 10:40:45.234841,En Línea,Profesionales,13,Automotriz
270,Ana Sosa,1012,Secadora,2,4496.72,803.03,2023-04-06 10:40:45.234843,En Línea,Estudiantes,38,Entretenimiento
737,Pedro Romero,1023,Disco Duro,7,77.1,511.74,2024-01-04 10:40:45.234845,Tienda Física,Profesionales,38,Automotriz
513,Sofía Torres,1012,Computadora,6,1668.02,933.32,2023-06-06 10:40:45.234846,Tienda Física,Profesionales,8,Viajes
940,Diego Díaz,1029,Refrigerador,2,4744.11,1555.0,2024-02-19 10:40:45.234848,En Línea,Empresas,17,Deportes
435,Miguel Pérez,1008,Computadora,2,3757.19,1761.32,2024-09-10 10:40:45.234849,Catálogo,Hogares,2,Automotriz
390,Lucía Sánchez,1013,Microondas,1,736.67,1583.47,2023-10-28 10:40:45.234851,Ventas Directas,Hogares,47,Automotriz
806,Diego Sosa,1014,Cafetera,8,2378.16,2901.4,2023-09-13 10:40:45.234853,Ventas Directas,Empresas,7,Automotriz
129,Camila García,1025,Plancha,4,557.63,2390.62,2023-01-13 10:40:45.234854,Teléfono,Profesionales,42,Viajes
849,Miguel Gómez,1010,Microondas,8,3899.65,2036.46,2024-07-29 10:40:45.234856,Ventas Directas,Profesionales,1,Tecnología
505,Manuel Sosa,1012,Batidora,6,3745.76,2634.77,2024-08-28 10:40:45.234858,Teléfono,Estudiantes,38,Belleza
480,Lucía Herrera,1001,Ratón,2,731.83,2929.55,2024-08-04 10:40:45.234859,Aplicación Móvil,Tercera Edad,43,Salud
603,Miguel García,1029,Monitor,5,1429.3,1527.81,2024-11-11 10:40:45.234862,Teléfono,Estudiantes,10,Belleza
140,Lucía Sánchez,1006,Disco Duro,5,2544.45,2510.84,2023-09-24 10:40:45.234863,Catálogo,Estudiantes,23,Salud
282,Valentina García,1013,Ventilador,4,4118.79,1553.2,2023-03-19 10:40:45.234865,En Línea,Jóvenes,7,Hogar
765,Manuel Martínez,1023,Plancha,6,4659.78,1147.91,2023-06-26 10:40:45.234866,Catálogo,Adultos,41,Hogar
283,Pedro Martínez,1011,Router,4,4323.6,2294.13,2022-12-09 10:40:45.234868,Catálogo,Adultos,25,Entretenimiento
803,María Suárez,1008,Auriculares,3,507.91,1689.69,2023-06-30 10:40:45.234870,Teléfono,Estudiantes,15,Automotriz
137,Pedro Herrera,1017,Impresora,6,1031.04,2521.59,2024-04-13 10:40:45.234871,Teléfono,Adultos,18,Entretenimiento
910,María Díaz,1008,Ventilador,6,3031.42,2627.17,2024-01-03 10:40:45.234873,Ventas Directas,Estudiantes,6,Entretenimiento
561,Daniela Romero,1030,Ventilador,8,2933.75,221.26,2023-05-14 10:40:45.234875,Teléfono,Hogares,8,Entretenimiento
861,Fernando Vásquez,1022,Monitor,1,4563.95,2922.34,2023-05-13 10:40:45.234876,Catálogo,Profesionales,14,Viajes
435,Alejandra Suárez,1015,Memoria USB,1,4227.96,1320.56,2023-10-01 10:40:45.234878,Ventas Directas,Profesionales,34,Salud
389,Daniela López,1003,Disco Duro,9,1122.57,1380.55,2024-07-15 10:40:45.234880,Teléfono,Profesionales,34,Salud
6,Isabella Herrera,1013,Computadora,7,4304.67,1698.71,2022-12-10 10:40:45.234881,Ventas Directas,Estudiantes,6,Entretenimiento
675,Valentina Ramírez,1014,Tostadora,5,1849.45,977.54,2024-05-12 10:40:45.234883,Aplicación Móvil,Adultos,35,Moda
210,Diego Flores,1005,Aire Acondicionado,8,4440.22,2330.73,2024-01-04 10:40:45.234885,Ventas Directas,Adultos,25,Deportes
721,Ana González,1017,Computadora,4,4595.63,2744.92,2023-07-03 10:40:45.234886,Aplicación Móvil,Estudiantes,44,Gastronomía
235,Miguel López,1026,Tostadora,4,3639.15,1792.38,2024-02-19 10:40:45.234888,En Línea,Jóvenes,11,Tecnología
478,Sofía Gómez,1017,Computadora,2,236.13,1198.04,2023-07-03 10:40:45.234890,Teléfono,Profesionales,40,Entretenimiento
511,Jorge Vásquez,1024,Plancha,3,2257.31,73.57,2024-02-23 10:40:45.234892,Ventas Directas,Estudiantes,23,Moda
167,Fernando Torres,1027,Parlantes,4,3096.92,645.33,2024-01-31 10:40:45.234894,Tienda Física,Hogares,8,Hogar
373,Sofía Reyes,1003,Monitor,4,160.64,1716.3,2024-07-13 10:40:45.234895,En Línea,Empresas,2,Tecnología
692,Manuel Reyes,1001,Horno,5,3861.84,1839.85,2024-08-10 10:40:45.234897,En Línea,Hogares,48,Viajes
311,José Vásquez,1014,Ratón,5,4891.86,342.71,2023-07-20 10:40:45.234898,Teléfono,Hogares,7,Automotriz
904,Isabella Herrera,1019,Auriculares,3,1303.75,1892.27,2023-01-08 10:40:45.234900,Aplicación Móvil,Jóvenes,36,Tecnología
969,Lucía Torres,1009,Smartphone,1,4748.73,1083.14,2024-03-23 10:40:45.234902,Catálogo,Adultos,23,Deportes
716,Andrea Suárez,1015,Smartphone,9,2004.87,461.75,2023-10-21 10:40:45.234904,Tienda Física,Jóvenes,26,Gastronomía
699,José Vásquez,1005,Smartphone,3,1757.19,1202.96,2024-11-13 10:40:45.234906,Aplicación Móvil,Hogares,17,Tecnología
740,Valentina Herrera,1008,Plancha,7,2075.35,1703.72,2023-05-29 10:40:45.234907,Tienda Física,Jóvenes,14,Hogar
667,Sofía García,1003,Consola de Videojuegos,8,68.98,1403.0,2023-01-25 10:40:45.234909,Ventas Directas,Tercera Edad,10,Salud
850,Camila Vásquez,1016,Refrigerador,1,4117.52,810.44,2023-06-26 10:40:45.234911,Teléfono,Tercera Edad,45,Hogar
821,Juan Flores,1017,Licuadora,1,340.91,1902.92,2023-01-01 10:40:45.234912,Aplicación Móvil,Empresas,31,Belleza
546,José Rodríguez,1010,Calentador,6,3050.45,2180.63,2024-03-23 10:40:45.234914,Tienda Física,Tercera Edad,44,Deportes
624,Isabella Herrera,1030,Licuadora,1,2650.93,2856.98,2023-04-03 10:40:45.234916,Catálogo,Jóvenes,19,Gastronomía
952,Sofía Flores,1024,Reloj Inteligente,8,4883.89,1678.94,2024-09-09 10:40:45.234917,Aplicación Móvil,Estudiantes,6,Viajes
603,Alejandra García,1005,Licuadora,8,3220.55,1414.64,2024-05-08 10:40:45.234919,En Línea,Jóvenes,22,Hogar
959,Fernando Torres,1026,Disco Duro,6,627.9,319.91,2024-05-30 10:40:45.234921,Aplicación Móvil,Hogares,4,Deportes
76,Jorge Ramírez,1011,Teclado,9,4353.85,1791.5,2023-11-16 10:40:45.234922,Catálogo,Estudiantes,13,Salud
619,Carlos Pérez,1025,Ratón,1,2173.82,1408.96,2022-12-24 10:40:45.234924,En Línea,Empresas,7,Entretenimiento
583,María Pérez,1010,Impresora,4,3848.19,381.2,2024-04-14 10:40:45.234926,Catálogo,Tercera Edad,49,Viajes
690,Manuel López,1018,Impresora,2,4030.21,2040.5,2023-10-17 10:40:45.234927,Tienda Física,Estudiantes,30,Salud
265,José Sosa,1010,Auriculares,2,903.75,2344.58,2024-04-28 10:40:45.234929,Ventas Directas,Jóvenes,15,Salud
652,Fernando Rivera,1005,Consola de Videojuegos,4,139.66,1357.36,2024-08-31 10:40:45.234931,Catálogo,Estudiantes,7,Viajes
76,Fernando Flores,1005,Router,5,1790.47,2795.57,2023-03-13 10:40:45.234932,Catálogo,Hogares,19,Automotriz
274,Miguel García,1030,Aire Acondicionado,7,4398.31,1276.2,2023-02-08 10:40:45.234934,Teléfono,Hogares,39,Moda
693,Valentina González,1003,Teclado,5,4261.05,1781.85,2024-11-18 10:40:45.234936,Tienda Física,Tercera Edad,16,Automotriz
906,Andrea Morales,1007,Ratón,6,1222.88,1470.61,2022-12-03 10:40:45.234937,Catálogo,Profesionales,39,Moda
859,Pedro Gómez,1012,Plancha,9,581.54,2022.47,2023-10-14 10:40:45.234939,Ventas Directas,Estudiantes,14,Tecnología
553,Carlos Rodríguez,1005,Lavadora,4,340.57,1479.55,2023-08-15 10:40:45.234941,Ventas Directas,Empresas,4,Moda
554,Andrea González,1010,Ventilador,5,1439.81,1458.65,2024-06-21 10:40:45.234942,Tienda Física,Tercera Edad,44,Deportes
722,Diego Rodríguez,1008,Licuadora,5,3306.6,855.83,2023-07-12 10:40:45.234944,Ventas Directas,Tercera Edad,22,Belleza
283,Jorge Torres,1004,Smartphone,3,2656.85,2421.99,2024-02-15 10:40:45.234946,Ventas Directas,Profesionales,6,Viajes
233,Manuel González,1004,Reloj Inteligente,9,2630.81,966.32,2023-07-11 10:40:45.234947,Teléfono,Estudiantes,24,Deportes
422,Jorge Rivera,1030,Memoria USB,3,4446.01,1097.73,2024-05-06 10:40:45.234949,Tienda Física,Adultos,37,Viajes
324,Isabella Sánchez,1022,Cámara,6,2539.23,2539.31,2023-06-04 10:40:45.234951,Ventas Directas,Adultos,21,Viajes
577,María Rivera,1007,Consola de Videojuegos,7,1576.37,633.05,2023-01-27 10:40:45.234953,Tienda Física,Hogares,29,Salud
855,Manuel Reyes,1011,Consola de Videojuegos,6,4467.2,1978.4,2023-10-23 10:40:45.234954,En Línea,Adultos,30,Viajes
